attendance,study_hours,assignments,gpa,participation,risk_level
94,6,94,5.82,9,0
56,5,63,8.15,10,0
64,5,93,6.71,3,0
52,0,50,4.35,3,1
61,1,65,8.7,7,1
52,6,47,8.6,10,0
81,1,39,4.81,2,1
93,2,69,8.79,3,0
80,2,73,5.57,3,0
51,4,59,5.09,10,1
43,6,42,4.74,7,1
76,0,54,6.3,9,1
85,2,48,9.18,9,0
48,1,47,5.41,8,1
67,4,41,8.28,3,0
68,5,32,4.53,6,1
70,6,72,9.48,2,0
72,0,98,4.84,3,0
52,1,73,8.78,1,1
90,6,37,8.85,7,0
78,1,70,9.51,8,0
88,2,75,9.42,1,0
61,3,93,8.53,5,0
67,2,99,9.06,2,0
50,5,43,5.76,2,1
86,5,63,8.3,7,0
52,0,70,8.35,9,1
43,4,57,4.85,7,1
82,6,52,9.81,2,0
85,0,34,6.97,4,1
72,0,43,5.48,4,1
89,4,57,5.17,9,0
77,6,78,8.63,8,0
90,3,62,8.2,2,0
63,0,31,4.18,10,1
98,4,57,5.21,10,0
70,2,56,6.09,6,1
50,3,93,6.94,9,0
65,4,40,5.1,3,1
47,3,61,5.54,2,1
77,1,62,6.44,6,0
69,4,93,8.38,7,0
68,2,62,4.29,8,1
73,4,61,7.79,10,0
82,5,33,9.0,9,0
52,4,37,7.71,10,1
51,2,96,6.24,10,1
56,0,75,5.68,1,1
82,6,92,7.94,10,0
67,3,87,8.66,1,0
77,2,47,5.1,1,1
74,3,48,8.84,1,0
54,4,67,8.52,5,0
95,0,97,6.25,9,0
87,2,99,8.41,7,0
53,1,71,5.39,10,1
70,5,84,7.46,2,0
97,6,57,8.48,1,0
84,6,64,5.15,3,0
42,1,82,8.92,7,1
46,4,47,6.32,2,1
72,6,58,5.27,5,0
55,3,57,6.35,1,1
87,3,66,9.8,10,0
90,2,73,5.76,2,0
50,1,98,6.96,10,1
42,6,34,7.26,7,1
49,2,38,6.16,2,1
98,1,36,9.01,4,0
95,5,87,6.98,3,0
66,4,82,5.5,3,0
51,5,95,5.16,10,0
53,5,58,8.85,3,0
66,0,49,4.42,6,1
70,0,33,8.15,9,1
77,1,75,9.89,9,0
71,6,61,5.23,1,0
88,3,89,4.87,7,0
76,5,100,6.46,5,0
42,6,52,7.18,2,1
61,6,63,6.37,3,0
80,2,46,9.06,5,0
72,2,87,9.04,3,0
72,4,95,4.02,4,0
68,3,95,4.39,6,0
82,3,48,6.88,1,0
79,2,58,6.42,9,0
79,0,61,5.05,6,1
94,1,74,9.89,7,0
85,0,95,5.99,10,0
93,0,77,5.64,4,0
65,2,94,5.73,7,0
44,0,63,9.23,5,1
78,2,35,7.14,1,1
52,1,87,7.09,3,1
84,3,61,9.24,1,0
98,6,40,4.66,3,0
97,1,32,4.79,4,0
64,6,77,4.48,2,0
98,5,35,8.09,5,0
54,0,61,9.53,5,1
52,3,79,4.17,2,1
94,6,37,6.08,6,0
83,5,82,6.23,4,0
88,4,31,6.68,9,0
62,3,76,5.26,10,0
97,1,41,5.78,7,0
100,6,40,5.64,6,0
43,1,62,5.57,6,1
47,2,92,6.94,2,1
59,2,87,6.17,9,0
45,5,52,7.75,8,1
71,2,77,7.53,8,0
56,0,49,4.32,1,1
55,4,43,6.73,8,1
41,5,73,5.66,7,1
95,4,86,4.31,8,0
53,6,76,4.96,1,0
93,2,93,4.75,4,0
92,3,68,5.61,3,0
63,2,52,7.36,8,1
71,0,38,8.46,2,1
97,6,46,4.16,10,0
75,5,31,9.61,5,0
99,2,58,5.78,1,0
72,3,83,4.62,2,0
49,3,40,9.05,3,1
66,2,51,5.13,5,1
41,4,92,6.91,9,1
90,0,63,5.49,6,0
74,4,70,8.81,3,0
92,2,36,4.56,3,0
85,2,30,9.88,8,0
90,2,71,5.23,7,0
87,2,72,6.97,10,0
65,3,50,5.64,2,1
100,5,71,4.68,10,0
99,0,85,9.54,9,0
88,6,89,6.73,7,0
63,2,78,8.96,2,0
66,2,62,5.06,2,1
75,0,57,5.55,10,1
62,6,95,4.22,2,0
56,0,91,6.43,3,1
98,5,97,8.04,4,0
82,6,53,9.73,2,0
55,0,86,7.72,5,1
44,4,90,4.26,8,1
59,0,58,6.45,7,1
65,2,32,9.73,7,1
46,2,83,5.17,5,1
68,5,80,8.41,4,0
45,1,38,8.86,6,1
46,2,35,6.31,9,1
60,5,47,4.42,8,1
98,2,80,4.33,3,0
77,1,92,9.11,2,0
61,4,30,9.46,3,1
68,2,33,9.58,6,1
42,3,56,5.07,7,1
92,2,30,9.43,7,0
42,2,75,7.64,6,1
91,5,39,7.07,7,0
79,4,80,9.13,6,0
56,4,85,4.02,1,0
50,0,54,4.65,4,1
52,2,77,7.19,10,1
55,4,68,5.14,8,1
62,6,52,5.32,10,0
72,1,82,7.39,3,0
96,1,83,7.2,4,0
51,1,85,8.7,4,1
85,5,57,8.71,8,0
78,5,56,4.43,9,0
67,0,50,7.31,10,1
40,2,52,5.23,3,1
90,6,75,9.28,8,0
94,1,71,9.16,8,0
82,0,97,6.08,10,0
89,6,45,5.02,8,0
40,4,85,4.47,6,1
41,5,95,9.19,3,0
97,5,74,5.46,3,0
48,6,93,8.04,2,0
44,4,85,9.63,3,0
47,5,56,8.79,8,1
47,3,54,6.38,10,1
40,3,66,7.77,5,1
52,3,93,6.69,8,0
80,4,96,9.7,2,0
86,3,30,5.55,2,0
77,6,94,9.92,3,0
78,4,97,5.71,7,0
58,0,75,9.46,4,1
46,0,52,8.61,8,1
100,4,66,5.87,9,0
76,4,95,4.76,3,0
80,1,39,6.08,2,1
94,5,99,4.56,5,0
81,5,71,9.66,8,0
48,1,51,7.05,8,1
93,4,57,8.75,5,0
92,6,44,4.79,9,0
75,3,42,9.08,8,0
89,2,50,7.63,4,0
42,0,43,5.3,4,1
49,4,51,7.82,2,1
69,6,89,7.33,9,0
56,1,74,5.99,9,1
57,4,69,4.89,7,1
68,6,40,9.22,9,0
86,0,83,4.92,6,0
51,0,68,6.0,1,1
47,6,74,9.49,8,0
65,1,57,4.29,2,1
62,1,94,5.57,3,0
91,5,47,8.89,10,0
66,1,68,5.41,5,1
99,3,40,6.01,9,0
67,3,55,6.08,10,1
71,3,74,7.63,8,0
81,0,39,6.71,1,1
66,2,51,9.9,7,0
76,1,51,8.64,1,0
48,1,61,9.23,8,1
48,2,65,6.76,8,1
49,6,30,5.22,6,1
51,4,84,9.64,10,0
87,1,81,5.47,3,0
44,0,74,6.15,3,1
92,3,87,6.52,10,0
43,4,90,8.26,1,0
88,2,64,8.51,4,0
46,0,30,7.18,10,1
40,6,79,9.09,1,0
80,0,76,4.11,9,0
97,2,86,5.02,10,0
46,6,96,6.32,3,0
71,6,63,4.01,1,0
90,4,46,5.27,10,0
59,6,90,5.56,4,0
61,3,71,7.84,7,0
52,5,63,5.42,9,1
49,2,78,7.55,3,1
92,5,42,6.04,6,0
88,4,68,5.14,7,0
53,1,46,4.06,9,1
71,3,65,7.17,6,0
73,2,96,8.63,6,0
47,0,47,5.81,4,1
89,6,89,6.31,2,0
49,5,41,4.08,4,1
70,5,56,4.11,1,0
76,4,52,4.01,4,0
50,1,66,9.49,2,1
88,0,58,8.19,3,0
93,1,38,5.55,9,0
90,1,63,7.1,9,0
43,0,82,9.04,3,1
94,4,65,8.89,6,0
87,4,75,4.91,1,0
87,6,31,5.77,4,0
60,1,73,9.04,9,1
42,6,78,8.35,3,0
91,0,92,8.7,10,0
57,1,90,6.21,1,1
71,0,30,8.33,2,1
74,6,80,8.33,7,0
79,1,63,6.38,7,0
61,4,46,7.41,5,1
98,3,52,4.44,9,0
99,6,55,5.3,10,0
63,3,38,7.5,1,1
74,6,67,6.5,1,0
72,6,38,8.98,8,0
60,0,78,7.78,2,1
69,5,34,6.64,5,0
60,4,54,4.9,10,1
87,4,43,8.22,2,0
99,3,58,5.44,6,0
92,3,41,8.49,10,0
92,0,36,5.47,8,1
98,1,41,6.39,9,0
47,4,58,7.51,8,1
100,0,31,8.42,3,0
94,4,46,8.58,3,0
81,6,47,5.79,4,0
52,0,80,6.6,7,1
59,3,79,6.38,6,0
81,3,100,4.31,2,0
51,4,39,9.84,7,1
57,0,85,8.26,2,1
89,5,98,4.35,8,0
86,2,70,6.83,6,0
92,5,53,4.77,3,0
95,3,58,6.24,2,0
84,6,63,4.67,8,0
62,2,97,9.12,4,0
41,6,63,8.12,6,1
82,4,56,4.06,1,0
96,5,100,7.04,1,0
94,3,65,6.9,5,0
84,3,34,6.68,6,0
60,6,46,8.66,3,0
57,5,82,6.06,3,0
81,3,66,4.79,6,0
93,6,64,7.0,4,0
91,4,38,6.23,8,0
53,3,94,5.61,4,0
84,5,80,4.86,6,0
63,1,44,7.23,8,1
55,2,31,8.97,10,1
76,4,54,4.51,7,0
46,2,85,7.03,4,1
51,6,34,9.84,9,1
91,3,72,6.5,6,0
95,4,78,4.98,7,0
48,4,69,5.42,7,1
62,0,47,5.76,8,1
71,6,66,4.65,1,0
90,0,99,4.75,9,0
78,6,41,5.29,4,0
95,3,60,8.53,10,0
53,1,89,4.08,9,1
79,6,84,6.25,9,0
79,3,94,6.04,10,0
65,2,89,6.87,7,0
90,5,81,4.01,2,0
71,3,72,9.08,5,0
85,5,44,5.86,8,0
59,5,85,9.21,3,0
56,1,45,5.69,5,1
59,6,98,9.96,8,0
76,5,86,8.45,1,0
63,2,39,8.89,1,1
98,3,54,4.07,9,0
81,0,91,5.16,4,0
48,1,71,9.34,2,1
93,3,79,9.44,4,0
42,3,97,5.6,10,1
99,4,90,6.48,9,0
60,5,98,9.97,2,0
77,3,34,6.52,8,1
74,2,85,5.74,2,0
45,6,73,7.65,1,0
50,3,31,8.06,7,1
96,3,89,7.64,8,0
65,2,62,7.6,4,1
83,3,91,6.44,3,0
66,3,46,8.25,3,1
75,4,71,6.44,8,0
100,2,79,6.97,6,0
65,6,83,7.31,6,0
46,3,95,4.41,4,1
50,1,47,7.36,6,1
42,4,46,6.97,4,1
95,3,31,8.24,7,0
83,1,72,5.09,7,0
89,0,79,8.19,6,0
75,6,52,9.7,5,0
46,1,57,8.53,9,1
81,4,64,4.64,9,0
70,1,66,8.09,5,0
54,0,67,5.14,2,1
89,4,84,5.43,5,0
68,3,65,4.48,5,1
86,3,36,5.93,4,0
91,2,56,5.06,9,0
94,5,71,7.51,5,0
97,5,54,8.48,6,0
53,5,73,8.8,6,0
53,0,58,4.91,2,1
43,0,44,4.25,1,1
87,6,45,8.98,9,0
44,3,82,9.64,8,1
77,5,83,5.83,5,0
45,0,73,5.89,1,1
92,4,38,8.2,6,0
53,4,90,6.26,5,0
73,0,43,6.94,9,1
55,3,45,4.31,10,1
91,5,75,6.46,3,0
74,4,95,4.72,3,0
94,4,50,5.98,3,0
88,1,98,4.91,2,0
93,0,73,7.16,5,0
96,5,40,9.36,6,0
78,3,43,6.96,5,0
69,3,83,6.27,2,0
88,6,33,8.83,2,0
56,5,88,9.55,3,0
98,4,52,8.35,4,0
91,2,59,5.65,3,0
70,5,91,4.15,3,0
74,1,41,8.49,2,1
50,1,99,9.72,8,0
80,4,42,6.72,5,0
63,3,54,4.94,8,1
87,0,78,8.8,4,0
94,2,87,7.26,6,0
43,1,90,4.05,5,1
76,4,89,8.94,3,0
46,4,30,5.86,2,1
95,2,87,6.04,6,0
79,0,56,7.8,2,0
56,1,87,8.09,10,1
84,3,53,6.56,6,0
66,4,53,9.51,1,0
50,0,57,6.87,2,1
67,2,44,9.3,7,1
56,3,81,8.78,3,0
94,0,67,8.98,9,0
77,1,52,8.95,9,0
84,2,46,8.42,3,0
66,1,85,8.57,8,0
62,5,65,6.97,9,0
96,6,44,6.05,6,0
52,6,83,9.51,6,0
51,2,80,7.19,8,1
98,1,49,8.68,2,0
88,2,38,4.11,2,1
62,5,39,4.32,8,1
62,0,53,9.95,10,1
71,3,53,4.1,7,1
71,4,97,5.75,3,0
68,6,61,4.46,5,0
64,2,42,4.43,7,1
90,2,46,9.43,6,0
78,0,37,5.93,4,1
61,1,38,5.63,9,1
51,3,50,5.16,5,1
76,1,78,7.06,6,0
46,1,43,6.99,8,1
97,5,61,8.74,10,0
98,1,34,7.6,5,0
63,4,63,7.06,2,0
41,4,36,7.84,9,1
56,2,87,7.62,2,0
44,0,88,7.91,8,1
100,0,49,4.74,6,0
86,0,100,4.27,10,0
40,5,43,7.07,10,1
77,1,81,6.95,7,0
40,4,51,8.97,7,1
72,5,46,9.61,3,0
68,6,95,9.64,4,0
95,3,60,4.92,3,0
91,4,83,4.44,2,0
42,4,90,4.24,5,1
90,5,96,4.8,6,0
61,3,85,7.56,4,0
62,3,33,6.84,7,1
93,4,67,9.97,1,0
58,0,48,4.51,3,1
44,4,49,4.36,1,1
62,4,78,9.97,4,0
76,5,70,8.16,9,0
93,6,83,5.68,6,0
82,4,77,8.12,5,0
83,5,37,5.84,3,0
94,6,67,7.57,10,0
84,6,80,8.0,9,0
67,5,45,5.59,8,0
81,4,32,9.3,8,0
93,6,34,4.28,5,0
99,2,73,8.43,1,0
57,1,31,6.71,5,1
82,4,72,6.51,6,0
50,1,60,8.39,5,1
67,2,85,9.43,7,0
94,4,87,6.73,7,0
85,6,84,6.7,3,0
69,0,96,8.69,10,0
45,2,86,9.59,3,1
66,5,31,8.28,3,0
93,6,96,7.02,10,0
84,5,50,5.11,9,0
49,0,96,8.77,1,1
86,1,49,9.16,7,0
47,6,39,7.76,7,1
76,6,97,4.21,10,0
66,5,74,7.94,5,0
96,1,62,5.27,1,0
50,0,100,5.86,8,1
49,1,91,6.42,7,1
73,0,66,6.03,3,1
88,2,87,5.1,4,0
56,2,95,9.69,9,0
65,6,91,6.26,6,0
40,5,80,7.89,8,1
59,3,30,6.44,1,1
81,4,93,4.71,5,0
93,6,52,8.69,4,0
42,1,85,5.18,2,1
98,5,49,9.64,4,0
42,1,30,8.41,4,1
60,6,37,7.68,8,0
59,2,31,6.52,6,1
93,4,34,4.51,3,0
99,0,77,9.65,8,0
96,0,81,5.6,2,0
94,5,73,5.86,6,0
65,1,44,6.66,10,1
95,6,92,6.47,4,0
62,6,88,8.82,6,0
48,1,40,6.94,10,1
41,4,98,6.89,1,0
80,2,98,9.49,3,0
54,2,60,4.15,9,1
48,2,41,4.49,5,1
71,6,48,8.04,4,0
56,6,53,6.68,3,0
80,3,79,6.31,6,0
58,6,78,8.25,6,0
59,4,84,6.38,3,0
76,3,45,8.84,9,0
96,3,61,8.27,1,0
66,1,88,5.36,7,0
65,1,51,6.16,10,1
61,3,32,6.92,7,1
51,5,46,8.03,2,1
66,3,99,6.87,8,0
52,6,47,8.39,2,0
71,0,73,9.67,5,0
81,3,62,9.18,4,0
71,1,40,4.53,2,1
97,4,64,6.75,5,0
78,3,50,8.95,8,0
87,2,33,6.9,7,0
40,0,94,8.17,9,1
97,6,99,6.98,1,0
88,5,80,8.35,5,0
68,0,75,7.73,7,1
84,3,100,5.26,7,0
47,0,69,5.25,3,1
42,4,88,4.33,2,1
64,2,68,9.53,6,0
56,2,67,5.65,6,1
49,6,86,5.1,2,0
41,5,60,4.85,8,1
50,3,78,7.58,4,1
43,0,78,7.15,7,1
96,4,35,7.45,8,0
99,6,66,6.53,10,0
86,6,67,7.17,8,0
65,2,31,5.02,6,1
56,2,88,4.41,4,1
79,2,75,5.67,5,0
66,6,46,9.43,2,0
55,3,71,8.14,8,1
42,0,59,5.8,2,1
50,2,85,5.03,10,1
77,3,40,8.73,8,0
99,3,33,6.79,5,0
71,1,31,7.7,4,1
91,6,91,7.65,2,0
52,2,51,5.36,5,1
79,5,63,6.09,3,0
49,0,56,4.5,6,1
96,0,62,9.8,1,0
78,6,43,9.35,5,0
56,0,33,9.28,4,1
70,0,97,7.24,5,0
58,6,100,7.33,5,0
74,2,50,7.76,5,0
64,1,35,8.65,5,1
83,1,39,9.84,9,0
73,6,52,6.07,2,0
68,3,87,9.15,5,0
70,5,99,4.41,10,0
52,0,39,5.86,2,1
57,4,57,5.82,8,1
65,6,71,9.4,7,0
86,1,46,8.71,8,0
96,0,72,8.1,7,0
90,1,86,7.71,3,0
59,3,75,6.67,8,0
62,1,39,6.7,5,1
56,1,98,4.0,4,1
61,4,37,8.04,4,1
48,3,54,6.38,5,1
63,6,52,7.27,9,0
76,4,79,7.06,10,0
85,1,46,4.05,9,1
75,6,99,4.84,4,0
85,1,50,8.5,7,0
51,6,90,6.59,1,0
73,3,65,9.53,4,0
40,6,67,6.89,8,1
83,2,75,7.21,3,0
82,0,31,5.2,8,1
49,4,32,5.52,2,1
77,0,82,8.97,2,0
84,1,86,5.53,8,0
52,0,56,4.75,9,1
87,6,58,9.78,2,0
81,6,55,7.66,6,0
63,5,58,5.84,3,0
79,6,94,6.68,1,0
61,0,84,9.22,9,0
99,6,79,6.21,6,0
84,0,68,9.54,5,0
76,0,47,5.12,4,1
58,3,65,5.29,4,1
71,2,71,5.99,5,0
92,0,51,8.95,5,0
64,5,50,4.35,2,1
91,5,89,4.3,8,0
58,5,54,8.43,7,0
83,4,39,4.7,4,0
61,5,44,4.02,6,1
79,4,99,6.55,7,0
68,5,94,9.7,1,0
72,6,63,8.69,7,0
58,0,32,8.97,10,1
55,1,95,9.36,5,0
83,3,50,6.75,7,0
54,1,87,4.35,2,1
90,3,90,5.3,4,0
49,2,89,8.13,2,1
97,5,40,5.36,4,0
57,1,90,9.54,6,0
85,5,63,7.45,10,0
73,5,93,9.64,8,0
72,5,54,9.99,4,0
82,0,95,8.17,1,0
67,4,73,7.98,3,0
46,0,44,6.34,3,1
94,0,67,6.85,9,0
75,6,53,4.63,10,0
97,1,36,7.68,2,0
62,5,42,10.0,3,0
46,5,72,6.4,1,1
66,2,79,8.24,5,0
91,3,88,5.03,2,0
95,3,58,4.63,10,0
84,5,98,9.82,1,0
80,6,60,9.99,9,0
68,5,92,5.27,9,0
89,2,70,7.21,6,0
54,5,34,4.55,7,1
52,0,54,7.48,6,1
65,0,45,8.8,5,1
90,4,59,6.13,3,0
60,5,33,6.87,1,1
49,1,46,6.1,5,1
63,1,41,7.2,9,1
68,5,96,9.41,6,0
48,1,38,5.67,4,1
62,4,72,4.1,3,0
97,0,85,9.79,5,0
51,3,96,6.7,7,0
46,2,33,5.04,5,1
62,3,72,9.4,2,0
54,2,85,5.14,7,1
94,0,62,9.57,10,0
47,6,75,9.08,7,0
90,4,66,5.96,8,0
86,3,79,7.21,7,0
40,5,42,8.77,3,1
82,0,35,8.68,9,1
54,1,94,4.43,6,1
80,4,89,9.49,1,0
92,0,78,6.63,9,0
92,3,79,7.93,4,0
42,0,53,7.76,6,1
90,1,87,8.52,1,0
61,3,75,8.49,1,0
92,3,50,8.54,8,0
65,1,39,7.46,8,1
100,3,30,8.45,4,0
48,4,92,9.64,2,0
92,1,96,6.9,9,0
67,4,78,9.71,8,0
89,2,66,7.33,2,0
94,2,34,9.27,4,0
99,0,42,9.43,8,0
73,6,69,6.92,9,0
67,3,67,4.5,7,1
41,6,76,7.67,1,0
42,4,52,8.0,3,1
79,6,34,9.67,10,0
92,0,66,9.49,7,0
98,3,61,7.8,8,0
96,1,40,6.81,6,0
84,0,67,6.9,2,0
63,4,84,7.39,1,0
79,1,49,5.58,10,1
87,1,43,4.54,8,1
58,6,100,7.5,8,0
82,0,95,9.24,8,0
95,6,47,9.71,5,0
72,5,87,8.73,10,0
82,2,75,4.18,5,0
84,4,68,6.19,5,0
52,5,68,9.09,3,0
86,1,40,6.09,2,1
83,0,100,5.04,4,0
72,4,51,4.86,9,0
88,4,36,7.78,10,0
47,3,59,4.17,7,1
89,3,54,4.88,9,0
54,3,81,8.22,6,0
40,1,32,5.0,1,1
52,4,33,4.07,9,1
83,4,61,5.99,8,0
79,2,31,6.35,6,1
73,0,54,4.33,9,1
52,6,33,4.5,9,1
64,4,32,4.18,8,1
86,5,68,4.49,6,0
87,6,69,9.53,1,0
46,5,37,4.42,7,1
78,4,78,9.0,6,0
78,1,42,8.31,9,1
42,0,46,8.42,10,1
78,2,91,9.1,6,0
66,1,49,4.38,9,1
77,6,74,7.02,1,0
62,3,38,9.94,2,1
72,0,81,7.25,2,0
45,1,30,8.24,2,1
75,1,96,9.29,7,0
40,3,44,6.18,7,1
52,1,48,8.64,3,1
85,5,61,5.46,9,0
49,5,34,8.3,10,1
64,4,86,6.06,7,0
74,0,44,5.32,9,1
69,0,63,8.54,7,1
83,3,60,7.44,6,0
65,6,60,5.67,1,0
88,4,41,5.96,9,0
83,2,94,8.74,8,0
59,1,33,8.57,6,1
47,3,60,8.1,9,1
71,3,76,5.09,7,0
51,1,39,6.94,9,1
72,3,85,9.99,1,0
62,4,47,4.42,4,1
100,3,73,9.03,9,0
76,2,100,9.17,8,0
94,1,100,9.84,1,0
85,0,91,6.65,5,0
96,5,94,9.18,3,0
62,3,75,9.53,10,0
47,5,53,6.29,2,1
71,6,60,9.29,7,0
89,2,41,5.88,5,0
77,2,56,4.8,1,1
54,0,83,4.17,6,1
51,2,65,7.58,7,1
59,2,48,7.65,2,1
77,1,55,6.74,4,1
67,4,52,8.04,9,0
72,0,92,5.85,1,0
86,6,46,7.94,7,0
99,3,58,7.07,3,0
40,5,41,9.11,4,1
96,1,30,9.59,7,0
87,6,62,7.03,4,0
96,6,78,9.59,3,0
65,3,90,7.46,4,0
100,5,85,8.1,7,0
84,1,55,7.51,10,0
62,5,82,7.69,3,0
57,5,52,4.6,8,1
89,3,70,8.58,9,0
40,0,97,4.71,6,1
53,2,46,7.12,3,1
83,0,65,8.64,8,0
92,3,78,4.11,10,0
76,1,41,7.8,5,1
58,1,49,6.64,7,1
42,2,67,6.71,3,1
83,5,60,7.92,5,0
47,3,84,9.67,8,0
73,0,47,4.26,1,1
59,3,50,7.5,9,1
57,0,66,6.6,3,1
40,2,86,6.31,6,1
76,6,99,6.11,5,0
61,3,47,4.13,4,1
60,2,100,7.8,1,0
58,6,86,9.97,10,0
69,5,58,6.89,6,0
61,6,89,5.28,7,0
49,4,95,8.14,3,0
69,5,31,4.53,4,1
52,6,98,8.76,3,0
85,0,31,8.42,7,1
81,1,50,5.12,3,1
63,2,69,8.62,5,0
94,1,58,9.48,3,0
73,4,75,5.77,9,0
49,0,44,8.7,1,1
60,3,67,6.83,9,1
91,2,58,4.12,5,0
79,3,32,8.95,10,0
48,5,61,9.04,2,0
73,4,54,7.57,9,0
62,0,46,5.56,5,1
50,3,33,6.33,4,1
72,6,66,5.04,2,0
97,4,88,5.36,2,0
44,1,96,6.03,3,1
58,2,66,8.98,8,1
83,3,44,8.95,3,0
56,0,58,8.93,9,1
66,4,56,6.43,7,0
80,0,90,5.47,5,0
64,6,75,4.58,4,0
98,1,74,9.89,6,0
93,0,63,7.06,6,0
96,1,38,9.52,9,0
75,1,88,7.57,4,0
85,1,94,5.62,4,0
79,3,99,4.24,4,0
80,5,67,5.18,2,0
52,1,73,9.21,2,1
58,5,59,9.32,1,0
66,2,80,8.83,10,0
72,0,87,7.32,4,0
95,4,36,6.31,9,0
67,2,60,7.49,4,1
54,5,66,8.71,10,0
78,3,69,6.27,2,0
66,0,92,7.61,5,0
54,1,71,8.1,3,1
85,1,44,9.14,2,0
57,2,74,5.37,8,1
89,4,63,6.59,5,0
58,3,87,9.06,2,0
93,1,64,8.72,1,0
79,4,86,4.85,6,0
57,4,74,5.14,5,1
70,2,40,8.49,4,1
44,1,78,8.68,2,1
60,0,75,5.89,6,1
62,0,67,9.52,9,1
42,3,57,7.46,4,1
70,5,39,6.41,2,0
58,0,96,9.28,5,0
79,2,63,4.54,8,0
43,0,80,5.55,5,1
54,2,59,5.86,2,1
57,5,52,8.93,2,0
97,0,86,8.12,1,0
65,5,68,4.35,9,0
45,2,77,9.34,2,1
47,2,77,4.6,8,1
85,4,81,8.29,7,0
49,4,83,8.13,4,0
66,3,91,9.33,4,0
100,6,96,9.74,5,0
77,2,57,8.02,7,0
71,2,47,4.36,5,1
98,4,98,7.03,3,0
47,4,65,5.56,10,1
57,0,97,4.77,1,1
73,5,69,9.93,7,0
61,4,72,5.28,1,0
52,6,31,6.3,3,1
54,3,71,6.22,3,1
94,1,51,8.4,1,0
89,5,40,8.64,3,0
82,5,40,4.47,6,0
61,1,98,6.78,6,0
82,3,44,7.05,10,0
55,4,68,9.63,2,0
63,4,68,5.59,6,0
74,4,57,4.68,7,0
47,5,84,9.24,10,0
76,5,51,9.59,2,0
83,1,70,6.22,9,0
69,1,65,5.52,3,1
81,5,57,7.54,8,0
57,2,38,6.16,9,1
87,3,81,5.03,5,0
66,0,78,9.04,6,0
43,1,95,9.59,9,1
63,3,71,7.15,8,0
90,3,71,8.94,10,0
42,0,92,6.45,2,1
45,0,96,7.14,9,1
79,2,88,7.21,6,0
99,2,57,7.06,2,0
61,3,86,8.39,3,0
68,1,31,9.9,5,1
92,4,94,8.27,6,0
77,2,66,4.99,10,0
51,5,49,5.76,6,1
63,4,36,8.03,3,1
96,1,44,6.03,5,0
83,1,51,5.5,7,1
89,1,78,6.61,6,0
99,0,98,8.81,5,0
95,1,70,9.85,8,0
73,0,66,4.75,8,1
84,0,96,6.54,10,0
46,4,41,5.12,9,1
51,6,56,7.01,8,0
42,2,55,8.08,5,1
70,3,30,9.33,4,1
45,1,57,8.53,10,1
43,2,55,8.16,5,1
52,5,55,8.64,2,0
75,1,59,4.15,3,1
52,6,44,4.58,10,1
82,3,58,7.51,2,0
58,2,57,5.91,5,1
82,0,96,4.42,6,0
90,2,35,4.7,1,0
73,4,72,4.23,9,0
68,4,50,9.18,5,0
44,2,80,9.9,1,1
43,1,92,8.95,7,1
65,1,57,7.73,2,1
90,6,41,9.41,10,0
69,4,39,6.52,9,1
69,5,82,4.59,3,0
95,0,81,5.93,8,0
92,1,30,6.85,8,0
48,4,39,6.67,9,1
63,6,96,8.63,4,0
75,2,94,8.66,2,0
60,1,81,4.98,4,1
52,0,81,9.4,1,1
77,6,61,4.95,9,0
77,2,95,5.36,2,0
43,1,94,8.06,6,1
41,5,69,7.05,4,1
63,2,74,9.74,4,0
51,1,45,6.66,5,1
48,1,90,9.22,9,1
71,1,65,5.1,7,1
69,6,90,6.32,4,0
56,3,96,5.16,6,0
62,1,87,7.43,9,0
60,5,75,8.31,5,0
93,0,69,4.28,8,0
99,1,77,9.79,3,0
100,0,78,4.88,9,0
80,3,54,4.22,9,0
78,6,81,6.4,9,0
93,0,78,6.77,3,0
46,6,87,4.14,5,0
59,6,99,4.66,5,0
94,2,79,8.71,4,0
71,1,95,7.24,8,0
84,6,95,9.17,6,0
81,3,89,9.39,9,0
52,1,33,7.57,1,1
59,4,49,8.02,5,1
61,3,30,5.08,8,1
93,6,51,8.8,8,0
54,5,70,6.44,6,0
45,5,55,7.59,5,1
53,6,69,6.95,4,0
46,6,81,8.05,3,0
44,6,88,7.34,5,0
73,3,53,8.03,7,0
80,5,61,5.41,8,0
79,5,60,4.49,5,0
66,4,94,5.89,10,0
40,5,96,4.45,3,1
52,1,34,7.82,7,1
70,4,36,7.88,1,0
97,2,92,4.09,7,0
55,0,44,5.58,6,1
50,4,32,4.94,1,1
89,5,45,9.9,3,0
64,5,56,6.45,3,0
79,1,61,6.35,9,0
87,4,46,9.65,1,0
91,1,82,8.8,9,0
72,4,41,4.05,8,1
89,2,92,6.53,8,0
59,6,97,4.77,7,0
84,5,84,9.14,6,0
91,3,75,4.49,5,0
79,1,82,7.52,6,0
90,3,70,9.49,4,0
79,6,68,8.15,4,0
100,3,99,7.36,4,0
84,4,69,5.5,5,0
43,1,86,8.05,6,1
98,0,39,6.96,1,0
95,3,75,6.32,9,0
58,6,79,8.05,1,0
61,1,46,4.19,1,1
78,4,90,4.9,4,0
44,2,70,4.4,6,1
84,1,47,6.32,8,0
96,1,50,8.9,10,0
100,1,51,7.76,1,0
43,1,92,7.39,4,1
63,1,91,7.59,6,0
